movie_id,title,year,length,age_guide,description,poster,trailer_url,is_deleted,is_in_cinema,is_coming_soon,genre,language,director,writer,actors,keywords
425,The Ref,1994,1h 36min,R,denis leary plays unfortunate cat burglar abandoned partner middle heist forced take irritating connecticut couple kevin spacey judy davis hostage soon finds took bargained blackmailing son despicable laws step picture long driving nuts petty bickering family problems way survive referee resolve differences nabbed police,https://m.media-amazon.com/images/M/MV5BNDA2Yzg3ZGUtMmJlOC00NzY2LWIxMDYtODcwOTM0ZWZhNWQ0XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg,https://www.youtube.com/embed/_26ROmuSyTQ,False,False,False,Drama Crime Comedy,English,TedBerman,MarieWeiss RichardLaGravenese,GlynisJohns RobertJ.SteinmillerJr. DenisLeary JudyDavis KevinSpacey,"Denis Leary plays an unfortunate cat burglar, who is abandoned by his partner in the middle of a heist, and is forced to take an irritating Connecticut couple (Kevin Spacey, Judy Davis) hostage. He soon finds that he took on more than he bargained for when the couple's blackmailing son and despicable in-laws step into the picture. Before long they're driving him nuts with their petty bickering and family problems. The only way for him to survive is to be their referee and resolve their differences, before he can be nabbed by the police."
426,The Remains of the Day,1993,2h 14min,G,rule bound head butler stevens sir anthony hopkins ' world manners decorum household maintains tested arrival housekeeper miss kenton dame emma thompson   falls love pre war ii britain possibility romance master cultivation ties nazi cause challenge carefully maintained veneer servitude,https://m.media-amazon.com/images/M/MV5BNDYwOThlMDAtYWUwMS00MjY5LTliMGUtZWFiYTA5MjYwZDAyXkEyXkFqcGdeQXVyNjY1NTQ0NDg@._V1_.jpg,https://www.youtube.com/embed/n_ap4Czeo4Y,False,False,False,Romance Drama,German French English,JamesFoley,KazuoIshiguro RuthPrawerJhabvala,AnthonyHopkins EmmaThompson JohnHaycraft ChristopherReeve CarolineHunt,"Rule bound head butler Stevens' (Sir Anthony Hopkins') world of manners and decorum in the household he maintains is tested by the arrival of housekeeper Miss Kenton (Dame Emma Thompson), who falls in love with him in pre-World War II Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude."
427,Renaissance Man,1994,2h 8min,PG-13,luck businessman desperately takes job offered teacher u army mission keep ragtag bunch underachieving misfits flunking basic training alert unlikely new underdog class unexpectedly inspire,https://m.media-amazon.com/images/M/MV5BNDFhMzVhMWMtNGQ2ZS00YjlmLTg0ZGUtNDUzN2IxOThhZDViXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.youtube.com/embed/EV4CvIFJkYU,False,False,False,Drama Comedy,English,PedroAlmodóvar,JimBurnstein,EdBegleyJr. JamesRemar LilloBrancato DannyDeVito GregoryHines,A down-on-his-luck businessman desperately takes the only job offered - a teacher in the U.S. Army. His mission: keep a ragtag bunch of underachieving misfits from flunking out of basic training! Be on alert as this unlikely new teacher and his underdog class unexpectedly inspire each other to be all they can be!
428,Rising Sun,1993,2h 5min,R,offices japanese corporation party woman evidently professional mistress found dead apparently rough sex police detective web smith called investigate getting gets call someone instructs pick john connor former captain expert affairs arrive thinks everything obvious tells lot going,https://m.media-amazon.com/images/M/MV5BMTVkMGUwN2UtZjI4MS00YWU0LWI2NjAtOTc1MmMzMzkxZTUwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,https://www.youtube.com/embed/2mb-s5IRn7Y,False,False,False,Crime Drama Action Mystery Thriller,Japanese English,PhilNibbelink,MichaelCrichton PhilipKaufman MichaelBackes,KevinAnderson Cary-HiroyukiTagawa SeanConnery WesleySnipes HarveyKeitel,"At the offices of a Japanese corporation, during a party, a woman, who's evidently a professional mistress, is found dead, apparently after some rough sex. A police detective, Web Smith is called in to investigate, but before getting there, he gets a call from someone who instructs him to pick up John Connor, a former police Captain and expert on Japanese affairs. When they arrive there, Web thinks that everything is obvious, but Connor tells him that there's a lot more going on."
429,The Road to Wellville,1994,1h 58min,R,madcap portrayal william lightbody matthew broderick stay health farm run cereal king dr john harvey kellogg sir anthony hopkins . wife eleanor bridget fonda   persuaded go system cleaned impurities unconventional almost barbaric treatments,https://m.media-amazon.com/images/M/MV5BMGMyMWI5ODMtZGFjYS00MjQ0LWI0MDYtYWY2Yzc4MmUwY2YyXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_.jpg,https://www.youtube.com/embed/wQviGrzIKQY,False,False,False,Comedy Drama,English,AkiraKurosawa,AlanParker T.CoraghessanBoyle,AnthonyHopkins BridgetFonda MatthewBroderick JohnCusack DanaCarvey,"A madcap portrayal of William Lightbody's (Matthew Broderick's) stay at the health farm run by cereal King Dr. John Harvey Kellogg (Sir Anthony Hopkins). William's wife, Eleanor (Bridget Fonda), has persuaded him to go to Kellogg to have his system cleaned of impurities. Kellogg is very unconventional, and almost barbaric in his treatments."
430,RoboCop 3,1993,1h 44min,PG-13,mega corporation omni consumer products still bent creating pet project delta city replace rotting detroit unfortunately inhabitants area intention abandoning homes simply desires company end ocp decided force leave employing ruthless mercenary army attack harass underground resistance begins fight robocop must decide loyalties lie,https://m.media-amazon.com/images/M/MV5BMTk4NTU5ODYyNl5BMl5BanBnXkFtZTcwMjkzODM1NA@@._V1_.jpg,https://www.youtube.com/embed/yFsS1At-_m0,False,False,False,Action Thriller Crime Sci-Fi,English Japanese,FrankOz,EdwardNeumeier FrankMiller MichaelMiner,RemyRyan JodiLong RobertJohnBurke NancyAllen MarioMachado,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie."
431,Robin Hood: Men in Tights,1993,1h 44min,PG-13,robin locksley known skilled archer land returned england fighting holy crusades king richard lionheart also finds much knew gone ruin including longtime family home taken away hands evil prince john brother assumed throne absence neurotic basically controlled equally sheriff rottingham everything fatten coffers expense commoners peasants recruits band merry men help battle include blinkin blind servant ahchoo misguided son asneeze man helped escape prison little seems think called coincidental fact hulking friend scarlet hara master daggers going palace falls love first sight marian bagelle maid court looking figurative literal key unlock heart private parts . eyes turn object desire latrine powerful hag sorceress particular fight death mentality achieve end goals protection trusted royal cherry,https://m.media-amazon.com/images/M/MV5BZGYyNmU2NmEtNGU1ZS00YjFkLWI0MWQtZjU2MmUxZDAyN2UxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,https://www.youtube.com/embed/dX4Ik-cyp-I,False,False,False,Adventure Romance Comedy Musical,English,MatthewBright,J.D.Shapiro EvanChandler MelBrooks,CaryElwes RichardLewis RogerRees AmyYasbeck MarkBlankfield,"Robin of Locksley, known as the most skilled archer of the land, has just returned to England after fighting in the Holy Crusades, where King Richard the Lionheart is also fighting. Robin finds that much of what he knew of England has gone to ruin, including his longtime family home having been taken away, all at the hands of the evil Prince John, Richard's brother who has assumed the throne in Richard's absence. Neurotic John is basically being controlled by the equally evil Sheriff of Rottingham, everything they do to fatten their own coffers at the expense of the commoners and peasants. As such, Robin recruits a band of merry men to help him battle Prince John and the Sheriff, they, who include: Blinkin, his blind longtime servant; Ahchoo, the misguided son of Asneeze, the man who helped him escape from prison while fighting in the Crusades; Little John, who seems to think that being called Little is only coincidental to the fact of he being a hulking man; and Little John's friend, Will Scarlet O'Hara, a master with daggers. In going to the palace, Robin falls in love at first sight with Marian of Bagelle, a maid of the court. Marian is looking for the man who has the figurative and literal key to unlock her heart (and private parts). The Sheriff has his own eyes on Marian, he who in turn is the object of desire of Latrine, a powerful hag of a sorceress of the court. Robin, and the Sheriff in particular, have a fight to the death mentality to achieve their end goals, which for both are protection of the throne for their trusted royal, and the heart and cherry of Maid Marian."
432,Romeo Is Bleeding,1993,1h 50min,R,detective jack grimaldi gary oldman takes us shattered life encountering deadly deceptive criminal ever deal help grimladi playing sides middle encounters demarkov lena olin thinks play women ... including wife knows better plays mercilessly threatening kill tires game,https://m.media-amazon.com/images/M/MV5BNTY1OTA1ZDEtNzVmNi00MWEwLWJlYjItM2UyZDhmNmZiZDE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_.jpg,https://www.youtube.com/embed/SNlEZjsY8Y8,False,False,False,Crime Romance Drama,English,PeterLord,HilaryHenkin,GaryOldman LenaOlin WallaceWood JulietteLewis DavidProval,"Detective Jack Grimaldi (Gary Oldman) takes us through his shattered life after encountering the most deadly (and deceptive) criminal he has ever had to deal with. It doesn't help that Grimladi is playing both sides against the middle. When he encounters Demarkov (Lena Olin) he thinks he can play her as he has all the other women in his life...including his wife. But Demarkov knows Jack better than he knows himself. She plays him mercilessly, all the while threatening to kill him when she tires of the game."
433,Romper Stomper,1992,1h 34min,R,nazi skinheads melbourne take anger local vietnamese seen threatening racial purity finally enough confront confrontation sending running woman prone epileptic seizures joins skins merry band helps run justice affliction also sign impurity,https://m.media-amazon.com/images/M/MV5BOTEzZjE4ZmMtYTdmMi00NDE3LTg1ZDYtMTRmMGEwMzdmODUyXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_.jpg,https://www.youtube.com/embed/Tu2JLPh4A40,False,False,False,Drama Crime,German English Vietnamese Japanese,GaëtanBrizzi,GeoffreyWright,AlexScott LeighRussell JacquelineMcKenzie RussellCrowe DanielPollock,"Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?"
434,Rudy,1993,1h 54min,PG,rudy grew steel mill town people ended working wanted play football notre dame instead couple problems grades little low athletic skills poor half size players drive spirit 5 set sights upon joining team,https://m.media-amazon.com/images/M/MV5BZGUzMDU1YmQtMzBkOS00MTNmLTg5ZDQtZjY5Njk4Njk2MmRlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,https://www.youtube.com/embed/eDKOlH0I0nQ,False,False,False,Sport Biography Drama,English Spanish,DannySteinmann,AngeloPizzo,SeanAstin JonFavreau NedBeatty GretaLind ScottBenjaminson,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team."
435,Schindler's List,1993,3h 15min,R12,oskar schindler vain greedy german businessman becomes unlikely humanitarian amid barbaric nazi reign feels compelled turn factory refuge jews based true story managed save 1100 gassed auschwitz concentration camp testament good us,https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,https://www.youtube.com/embed/bJcLRFWxRno,False,False,False,Drama Biography History,English Polish Latin Hebrew German,StevenSoderbergh,ThomasKeneally StevenZaillian,CarolineGoodall BenKingsley JonathanSagall LiamNeeson RalphFiennes,"Oskar Schindler is a vain and greedy German businessman who becomes an unlikely humanitarian amid the barbaric German Nazi reign when he feels compelled to turn his factory into a refuge for Jews. Based on the true story of Oskar Schindler who managed to save about 1100 Jews from being gassed at the Auschwitz concentration camp, it is a testament to the good in all of us."
436,The Scout,1994,1h 41min,PG-13,al percolo major league baseball scout sent mexico punishment however eventually stumbles across steve nebraska young american pitch hit better anyone else either signs returns home glory soon becomes obvious though immature possibly unstable turns psychiatrist doctor h aaron picks name help,https://m.media-amazon.com/images/M/MV5BYTllMzNmNzItN2IzNC00YjhmLThiMmItY2RmODBiMGE2NjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/rX9q4A65jHg,False,False,False,Drama Sport Comedy,English,MichaelPolish,AlbertBrooks AndrewBergman RogerAngell,AlbertBrooks BrendanFraser DianneWiest AnneTwomey LaneSmith,"Al Percolo is a major league baseball scout sent to scout in Mexico as a punishment. However, he eventually stumbles across Steve Nebraska, a young American who can pitch AND hit better than anyone else can do either. He signs Steve and returns home in glory. It soon becomes obvious, though, that Steve is immature and possibly unstable, and Al turns to psychiatrist Doctor H. Aaron, whom he picks for her name, for help."
437,Searching for Bobby Fischer,1993,1h 49min,PG,josh waitzkin typical american boy interested baseball one day challenges father chess wins showing unusual precocity outdoor matches washington square new york city quickly makes friends hustler named vinnie teaches speed parents hire renowned coach bruce usefulness measured planning along way becomes tired system general purposely throws match leaving prospects winning national championship serious jeopardy,https://m.media-amazon.com/images/M/MV5BNTNlYjBjMGEtOTFkZS00MjM5LTk2ZTktYWVmZTc4NzE3NzAxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,https://www.youtube.com/embed/8khmNiamBxo,False,False,False,Biography Drama Sport,English,StevenSpielberg,StevenZaillian FredWaitzkin,JoeMantegna BenKingsley MaxPomeranc JoanAllen LaurenceFishburne,"Josh Waitzkin is just a typical American boy interested in baseball when one day he challenges his father at chess and wins. Showing unusual precocity at the outdoor matches at Washington Square in New York City, he quickly makes friends with a hustler named Vinnie who teaches him speed chess. Josh's parents hire a renowned chess coach, Bruce, who teaches Josh the usefulness of measured planning. Along the way Josh becomes tired of Bruce's system and chess in general and purposely throws a match, leaving the prospects of winning a national championship in serious jeopardy."
438,The Secret Garden,1993,1h 41min,G,living india mary lennox kate maberly   young privileged girl left orphaned parents killed earthquake sent back england goes live uncle lord archibald craven john lynch estate fairly isolated existence find things keep occupied finds sickly colin heydon prowse secret garden,https://m.media-amazon.com/images/M/MV5BM2Y0NThmNDItYWY2Yi00YjYyLTgyNDYtODM5NjdlNWJjMDhhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/1zeqqhA5Z3A,False,False,False,Drama Fantasy Family,English,TommyOHaver,FrancesHodgsonBurnett CarolineThompson,AndrewKnott HeydonProwse LauraCrossley KateMaberly MaggieSmith,"Living in India, Mary Lennox (Kate Maberly), a young, privileged girl, is left orphaned when her parents are killed in an earthquake. She is sent back to England where she goes to live on her Uncle Lord Archibald Craven's (John Lynch's) estate. It is a fairly isolated existence and she has to find things to keep herself occupied. She finds sickly young Colin Craven (Heydon Prowse), and a secret garden."
439,Serial Mom,1994,1h 35min,R12,picture perfect middle class family shocked find one neighbors receiving obscene phone calls mom takes slights personally turns indeed harassing neighbor befall beloved body count begins increase police get closer truth threatening world,https://m.media-amazon.com/images/M/MV5BYjM0N2ViMzUtMTc1OS00YmEzLWE2NWYtNjU5NTY4NjRlOTI0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/DtR1czXKJqo,False,False,False,Thriller Crime Comedy,English,JohnSturges,JohnWaters,KathleenTurner SamWaterston RickiLake MatthewLillard ScottMorgan,"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase, and the police get closer to the truth, threatening the family's picture perfect world."
440,The Shadow,1994,1h 48min,PG-13,based 1930s pulp fiction radio drama series movie pits hero arch enemy shiwan khan john lone   plans take world holding city ransom using atomic bomb powers invisibility power cloud men minds shadow alec baldwin comes blazing rescue explosive results,https://m.media-amazon.com/images/M/MV5BOTA2YTFhZGUtZjM3YS00Y2I4LThlMmEtZmNjMTJiNzE2ZGYzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg,https://www.youtube.com/embed/XRcZ4Pw2t_8,False,False,False,Crime Mystery Fantasy Adventure Action Thriller,English,RupertWainwright,DavidKoepp WalterB.Gibson,AlecBaldwin JohnLone PenelopeAnnMiller PeterBoyle IanMcKellen,"Based on the 1930s pulp fiction and radio drama series, this movie pits the hero against his arch enemy, Shiwan Khan (John Lone), who plans to take over the world by holding a city ransom using an atomic bomb. Using his powers of invisibility and The power to cloud men's minds, The Shadow (Alec Baldwin) comes blazing to the city's rescue with explosive results."
441,Shadowlands,1993,2h 11min,PG,c lewis sir anthony hopkins author chronicles narnia books known jack teaches oxford 1950s american fan joy gresham debra winger   arrives meet tea beginning love affair tragically becomes terminally ill lives become complicated,https://m.media-amazon.com/images/M/MV5BMWRmYmQ1YjItMzI1NS00NjExLWEwZDktZjc3NDdjZDQwN2Q4XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg,https://www.youtube.com/embed/-zfkmfRX4X4,False,False,False,Biography Drama Romance,English,RenéClément,WilliamNicholson,MichaelDenison RoddyMaude-Roxby JulianFellowes AnthonyHopkins DebraWinger,"C.S. Lewis (Sir Anthony Hopkins) is the author of the Chronicles of Narnia books. Known as Jack, he teaches at Oxford during the 1950s. An American fan, Joy Gresham (Debra Winger), arrives to meet him for tea in Oxford. It is the beginning of a love affair. Tragically, Joy becomes terminally ill and their lives become complicated."
442,Short Cuts,1993,3h 8min,R,helicopters overhead spray medfly infestation group los angeles lives intersect casually lasting effect whilst go concerts jazz clubs even pools cleaned also lie drink cheat death seems never far away fishing trip,https://m.media-amazon.com/images/M/MV5BZWY0ODc2NDktYmYxNS00MGZiLTk5YjktZjgwZWFhNDQ0MzNhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,https://www.youtube.com/embed/sTipAEA2hsM,False,False,False,Comedy Drama,English,RobertAllanAckerman,RaymondCarver FrankBarhydt RobertAltman,AndieMacDowell JulianneMoore TimRobbins BruceDavison JackLemmon,"While helicopters overhead spray against a Medfly infestation a group of Los Angeles lives intersect, some casually, some to more lasting effect. Whilst they go out to concerts and jazz clubs and even have their pools cleaned, they also lie, drink, and cheat. Death itself seems never to be far away, even on a fishing trip."
443,A Simple Twist of Fate,1994,1h 46min,PG-13,michael mccann man feels totally betrayed world wife revealed child years break find living alone small town everything miserable life changes adopts little girl whose mother died outside house several real father returns claim thinking advantage political career,https://m.media-amazon.com/images/M/MV5BY2EzMTA3ZmEtNmRjYi00ZTM5LTk1OTItZDcwNWI1YjY5MWEzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.youtube.com/embed/e7bD5BNqfwY,False,False,False,Drama Comedy,English,GeorgeWaggner,GeorgeEliot SteveMartin,SteveMartin GabrielByrne LauraLinney CatherineOHara AlanaAustin,"Michael McCann is a man who feels totally betrayed by the world, after his wife revealed to him that their child was not his. A few years after his break-up we find him living alone in a small town. But, everything in his miserable life changes when he adopts a little girl whose mother died outside his house. After several years, the real father returns to claim the girl from Michael, thinking that she will be an advantage for his political career."
444,Sirens,1994,1h 38min,R,anthony young reverend wife estella way england australia minister flock bishop asks visit norman eccentric artist prone sexual depictions requests voluntarily withdraw controversial work call crucified venus show considers progressive shocked amoral atmosphere surrounding painter three models living estate troubled also deal latent urges trying remain loyal husband,https://m.media-amazon.com/images/M/MV5BN2JkMzkxYTEtODljMC00Mzk5LThkYTQtMWM1NTdjMDhlMWUwXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,https://www.youtube.com/embed/JTzat7vRdCQ,False,False,False,Romance Comedy Drama,English,JohnCromwell,JohnDuigan,PortiadeRossi ElleMacpherson SamNeill TaraFitzgerald HughGrant,"Anthony, a young reverend and his wife, Estella are on the way from England to Australia to minister to their flock. The bishop asks him to visit Norman, an eccentric artist prone to sexual depictions and requests that he voluntarily withdraw a controversial work call Crucified Venus from his show. The minister, who considers himself a progressive, is shocked at the amoral atmosphere surrounding the painter, his wife, and the three models living at his estate. The minister's wife is troubled also, and has to deal with latent sexual urges while trying to remain loyal to her husband."
445,Six Degrees of Separation,1993,1h 52min,R,new yorkers louisa ouisa kittredge stockard channing john flanders flan donald sutherland upper class private art dealers pretentious compassionate prized possession double sided kandinsky one side represents control chaos relay story friends acquaintances becomes legendary time encounter young black stranger came stumbling upon front door evening courting geoffrey miller sir ian mckellen   important investor could make wealthy beyond dreams man paul poitier smith arrived city mugged outside building sported minor knife wound abdomen friend kittredges children attending harvard importantly son actor director sidney tomorrow meeting father town directing movie cats attraction talking getting roles end captivated charm charisma pedigree eloquence tending wounds invite stay night ends familiar leads search leaves house next morning particularly starts critically study lives much compassion actually,https://m.media-amazon.com/images/M/MV5BMTQ5ODk1NTI4NV5BMl5BanBnXkFtZTcwNDYzMjI3NA@@._V1_.jpg,https://www.youtube.com/embed/HLIyuYwbVnA,False,False,False,Mystery Drama Comedy,English Italian,FrankTashlin,JohnGuare,WillSmith StockardChanning DonaldSutherland IanMcKellen MaryBethHurt,"New Yorkers Louisa Ouisa Kittredge (Stockard Channing) and John Flanders Flan Kittredge (Donald Sutherland) are upper-class private art dealers, pretentious, but compassionate. Their prized possession is a double-sided Kandinsky: one side represents control; the other, chaos. They relay a story to their friends and acquaintances that becomes legendary over time: their encounter with a young black stranger who came stumbling upon their front door one evening as they were courting Geoffrey Miller (Sir Ian McKellen), an important investor who could make them wealthy beyond their dreams. The young man, Paul Poitier (Will Smith), had just arrived in the city when he was mugged outside their building, he sported a minor knife wound to the abdomen. He was a friend of the Kittredges' children, who are attending Harvard; more importantly, he's the son of actor and Director Sidney Poitier. Tomorrow, Paul is meeting up with his father, who is in town directing a movie of Cats. Beyond the attraction of talking Paul into getting them roles in the movie, Ouisa, Flan, and Geoffrey all end up being captivated by Paul's charm, charisma, pedigree, and eloquence. After tending to his wounds, the Kittredges invite him to stay the night. Their encounter with him ends up being an all-too-familiar story that leads them on a search for him after he leaves their house the next morning. In that search, Ouisa in particularly starts to critically study their lives and how much compassion they actually have."
446,Sleepless in Seattle,1993,1h 45min,PG,wife maggie passes away sam baldwin 8 year old son jonah relocate chicago seattle escape grief associated death eighteen months later still grieving sleep although misses mother wants father get new despite even contemplated dating christmas eve initiative ends pouring heart national radio talk show magical perfect marriage much among many women hear story fall love solely annie reed baltimore based newspaper writer infatuation association already engaged relationship straight laced fiancé walter unlike dream life movie affair remember 1957 . writes proposing meet atop empire state building valentine day back received hundreds letters wanting excited one letter particular whatever needs together however fashioned future meeting woman traditional way turn becomes infatuated unknown spots times magic happen twice,https://m.media-amazon.com/images/M/MV5BNWY1MDJkZGUtZTE2OS00ODZiLTlmNzQtMDZjNzM2ZjkwM2QxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,https://www.youtube.com/embed/-Lj2U-cmyek,False,False,False,Drama Romance Comedy,English,NigelFinch,DavidS.Ward JeffArch NoraEphron,RitaWilson RossMalinger VictorGarber TomHanks MegRyan,"After his wife Maggie passes away, Sam Baldwin and his 8-year-old son Jonah relocate from Chicago to Seattle to escape the grief associated with Maggie's death. Eighteen months later Sam is still grieving and can't sleep. Although Jonah misses his mother, he wants his father to get a new wife despite Sam having not even contemplated dating again. On Christmas Eve, Sam (on Jonah's initiative) ends up pouring his heart out on a national radio talk show about his magical and perfect marriage to Maggie, and how much he still misses her. Among the many women who hear Sam's story and fall in love with him solely because of it is Annie Reed, a Baltimore-based newspaper writer. Annie's infatuation with Sam's story and by association Sam himself is despite being already engaged. But Annie's relationship with her straight-laced fiancé Walter is unlike her dream love life in the movie An Affair to Remember (1957). She even writes to Sam proposing they meet atop the Empire State Building on Valentine's Day. Back in Seattle, Sam has received hundreds of letters from women wanting to meet him. Jonah is excited by one letter in particular from Baltimore and will do whatever he needs to to get his father and Annie together. However, old fashioned Sam wants his future love life to be based on meeting a woman the traditional way and he, in turn, becomes infatuated with an unknown woman he spots a few times in Seattle. Will magic happen twice in Sam's life, and if so will it be with this unknown woman or Annie?"
447,Sliver,1993,1h 47min,R,daring attempt start afresh dead end marriage successful book editor carly norris moves elegant new apartment twentieth floor high tech manhattan building unbeknownst luxurious sliver comes terrible history unsolved grisly murders catches eye burned crime novelist jack landsford shyly charming video game designer zeke hawkins however mysterious voyeur watches tenants every move yet another female neighbor dies could next,https://m.media-amazon.com/images/M/MV5BYWM4NTI2N2MtMWY2Mi00YzUwLTg4MDEtOWRjMTY4Njg0MDU4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,https://www.youtube.com/embed/rdSIyG6euDY,False,False,False,Drama Thriller,English,PhilippeMora,IraLevin JoeEszterhas,SharonStone WilliamBaldwin TomBerenger PollyWalker ColleenCamp,"In a daring attempt to start afresh after a dead-end marriage, the successful book editor, Carly Norris, moves into her elegant new apartment on the twentieth floor of a high-tech Manhattan apartment building. Unbeknownst to her that the luxurious sliver building comes with a terrible history of unsolved grisly murders, Carly catches the eye of both the burned-out crime novelist, Jack Landsford, and the shyly charming video-game designer, Zeke Hawkins. However, as a mysterious voyeur watches the tenants' every move, yet another female neighbor dies. Could Norris be next?"
448,Blade Runner,1982,1h 57min,R,early twenty first century tyrell corporation called nexus phase developed robots replicants supposed aid society looked acted like humans superhuman generation 6 used dangerous earth endeavors began mutiny colony became illegal police units blade runners job destroying parlance retiring replicant makes way back created anyone convicted aiding assisting sentenced death november 2019 los angeles california rick deckard former runner retirement four known combat models made leader roy batty one leon kowalski tried infiltrate employee since able escape beyond following trail hopes finding believes part help figuring wanted trying answer may lie fail safe backup mechanism tracking faces possible dilemma encountering fifth rachael works assistant issue dr elden experimenting provide fake memories better control idea human problem assistance beginning develop feelings,https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,https://www.youtube.com/embed/W_9rhPDLHWk,False,False,False,Sci-Fi Action Thriller,Japanese English Hungarian German Cantonese Arabic Korean,RickFriedberg,PhilipK.Dick HamptonFancher DavidWebbPeoples,HarrisonFord RutgerHauer SeanYoung EdwardJamesOlmos M.EmmetWalsh,"In the early twenty-first century, the Tyrell Corporation, during what was called the Nexus phase, developed robots, called replicants, that were supposed to aid society, the replicants which looked and acted like humans. When the superhuman generation Nexus 6 replicants, used for dangerous off-Earth endeavors, began a mutiny on an off-Earth colony, replicants became illegal on Earth. Police units, called blade runners, have the job of destroying - or in their parlance retiring - any replicant that makes its way back to or created on Earth, with anyone convicted of aiding or assisting a replicant being sentenced to death. It's now November, 2019 in Los Angeles, California. Rick Deckard, a former blade runner, is called out of retirement when four known replicants, most combat models, have made their way back to Earth, with their leader being Roy Batty. One, Leon Kowalski, tried to infiltrate his way into the Tyrell Corporation as an employee, but has since been able to escape. Beyond following Leon's trail in hopes of finding and retiring them all, Deckard believes part of what will help him is figuring out what the replicants wanted with the Tyrell Corporation in trying to infiltrate it. The answer may lie with Tyrell's fail-safe backup mechanism. Beyond tracking the four, Deckard faces a possible dilemma in encountering a fifth replicant: Rachael, who works as Tyrell's assistant. The issue is that Dr. Elden Tyrell is experimenting with her, to provide her with fake memories so as to be able to better control her. With those memories, Rachael has no idea that she is not human. The problem is not only Rachael's assistance to Deckard, but that he is beginning to develop feelings for her."
449,Son in Law,1993,1h 35min,PG-13,country girl rebecca begins college los angeles meets crawl student crazy unpredictable wild holidays brings home parents never seen anything like shocked tells engaged married two different worlds collide ...,https://m.media-amazon.com/images/M/MV5BZWY1YWUwNjQtMDk2Zi00MDJiLWIzMDAtNzAyNjJiYTFlMGI0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,https://www.youtube.com/embed/8pnnGZUe14g,False,False,False,Comedy Drama Romance,English,SteveOedekerk,SusanMcMartin PeterM.Lenkov PatrickJ.Clifton,CindyPickett LaneSmith MasonAdams PaulyShore CarlaGugino,"Country girl Rebecca begins college in Los Angeles. There she meets Crawl, a student who is crazy, unpredictable and wild. During the holidays she brings him with her home. Her parents have never seen anything like him and are shocked when Rebecca tells them that they are engaged to be married. Two different worlds collide..."
