,movie_id,title,year,length,age_guide,description,poster,trailer_url,is_deleted,is_in_cinema,is_coming_soon
311,310,The Paper,1994,1h 52min,R,"Henry Hackett is the editor of a New York City tabloid. He is a workaholic who loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces financial straits, and has hatchetman Alicia Clark, Henry's nemesis, impose unpopular cutbacks. Henry's wife Martha, a hugely pregnant former reporter of his, is fed up because he has so little time for his family. He is therefore considering an offer from Paul Bladden to edit a paper like the New York Times, which would mean more money, shorter hours, more respectability...but might also be a bit boring for his tastes. But a hot story soon confronts Henry with tough decisions.",https://m.media-amazon.com/images/M/MV5BYWJiZDAyMGYtMTJiOS00NWY2LTgzZjMtNzAyZTZlMzVlZWVmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,https://www.youtube.com/embed/4NeHWLZbs0g,False,False,False
312,311,Reality Bites,1994,1h 39min,G,"In this study of Generation X manners, Lelaina Pierce (Winona Ryder), the valedictorian of her college class, camcords her friends in a mock documentary of posteducation life. Troy Dyer (Ethan Hawke) is her best friend, a perpetually unemployed musical slacker. Vickie Miner (Janeane Garofalo) is a manager at the Gap who worries about the results of an A.I.D.S. test, while Sammy Gray (Steve Zahn) has problems grappling with his sexuality. When Lelaina meets Michael Grates (Ben Stiller), an earnest video executive who takes her homemade video to his MTV-like station, she must decide what she values - the materialism of yuppie Michael or the philosophical musings of Troy.",https://m.media-amazon.com/images/M/MV5BZWY1ZGEyY2YtNWZhNS00OGZhLTg3OWEtODE2M2U5NjE4YmUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/xDYGo0UgIVM,False,False,False
313,312,Red Rock West,1993,1h 38min,R,"When a promised job for Texan Michael fails to materialise in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of the situation, collects the money and runs. During his getaway, things go wrong, and soon get worse when he runs into the real hitman, Lyle.",https://m.media-amazon.com/images/M/MV5BNzhiMTQxYzMtOWI4NS00NWJiLWE5MDMtMmIzNjMxODNjZjBlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_.jpg,https://www.youtube.com/embed/rqlGO7rYhwY,False,False,False
314,313,Ri¢hie Ri¢h,1994,1h 35min,G,"The richest kid in the world, Richie Rich, has everything he wants, except companionship. While representing his father at a factory opening, he sees some kids playing baseball across the street. Richie wants to join in, but they don't want him around. When a plot to kill the Rich family is devised by Rich Industries' top executive, Laurence Van Dough, Richie must take over control of the company while searching for his lost parents with the help of some new friends.",https://m.media-amazon.com/images/M/MV5BOWRhMWEzMjMtYTFiYS00MTNlLWIxZTItNjEwZGQ1NDk3Y2NmXkEyXkFqcGdeQXVyODU4MjAxOQ@@._V1_.jpg,https://www.youtube.com/embed/c7nNTdnPC3U,False,False,False
315,314,Safe Passage,1994,1h 38min,PG-13,A mother with seven sons feels like she's losing control of her life and her family. But personal pain and a troubled marriage fade into the background as news comes that one of her sons might have died in an accident.,https://m.media-amazon.com/images/M/MV5BMzk4Y2IyZTYtYzY3OC00OWVmLWFjZGYtZGEyMmZlMDlmZjhlXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg,https://www.youtube.com/embed/X2vyr662x4Q,False,False,False
316,315,The River Wild,1994,1h 51min,PG-13,"The teacher Gail Hartman is facing problems with her marriage with her husband, the workaholic architect Tom Hartman. On the birthday of their son Roarke, Gail decides to leave her daughter with her parents and take her family to raft down a wild river where she was a guide. On the departure, a young man named Wade befriends Roarke and leaves the place with his friends Terry and Frank. Later the family encounters Wade and Terry, who do not have rafting experience, and Gail helps them to cross a whitewater. They get closer to the family and soon Gail and Tom learn a dark secret about Wade and Terry. What will they do to get rid of the men?",https://m.media-amazon.com/images/M/MV5BODA3OWEzZDctMjViNS00NDUzLWEwMDItOGE5YjM4YTE5NWU1XkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_.jpg,https://www.youtube.com/embed/WbGD81wUgC0,False,False,False
317,316,Speed,1994,1h 56min,PG12,"When a young Los Angeles police department, Special Weapons and Tactics (S.W.A.T.) officer called Jack Traven angers retired Atlanta police department bomb squad member Howard Payne, by foiling his attempt at taking hostages stuck in an elevator with a bomb, Payne in retaliation arms a bus with a bomb that will explode if it drops below 50 miles per hour. With the help of spunky passenger Annie, Jack and his partner Detective Harry Temple try to save the people on the bus before the bomb goes off, while also trying to figure out how Payne is monitoring them.",https://m.media-amazon.com/images/M/MV5BYjc0MjYyN2EtZGRhMy00NzJiLWI2Y2QtYzhiYTU3NzAxNzg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/4Y6T7At_lTk,False,False,False
318,317,Speechless,1994,1h 39min,PG-13,"Meeting each other for the first time in the gift shop of the Las Cruces, New Mexico hotel where they are both staying, there is an undeniable and mutual attraction between Julia Mann and Kevin Vallick, with things they share being their insomnia and both being writers. That attraction may take a turn when they find out at an inopportune time that he is now not the television sitcom writer she believed him to be and she is now not the reporter he believed her to be, but rather they are both speechwriters for opposing candidates for the one open New Mexico senate seat, she writing for Democrat Lloyd Wannamaker, and he writing for Republican Ray Garvin. Beyond issues within their respective campaigns they may have let slip in their pillow talk, they have to decide if love and politics can mix. Their situation is further complicated by: Julia's ex-fiancé, war correspondent Robert Freed - nicknamed Baghdad Bob - trying to win her back, she who broke up with him believing he wanted a cheering section more than a wife; Kevin's unique relationship with cutthroat Annette, who hired him to work on Garvin's campaign; some not so little political impropriety which the other side would love to use to smear their opponent; and a few misunderstandings about the balance between their professional and personal lives.",https://m.media-amazon.com/images/M/MV5BYmMyMWY0MmMtYTQyZS00NDI4LTk4OTQtY2MxOGMwNzNjMWVmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_.jpg,https://www.youtube.com/embed/PxZo3oM5k2E,False,False,False
319,318,Timecop,1994,1h 39min,R15,"When the ability to travel through time is perfected, a new type of law enforcement agency is formed. It's called Time Enforcement Commission or TEC. A cop, Max Walker, is assigned to the group. On the day he was chosen, some men attack him and kill his wife. Ten years later Max is still grieving but has become a good agent for the TEC. He tracks down a former co-worker who went into the past to make money. Max brings him back for sentencing but not after telling Max that Senator McComb, the man in charge of TEC, sent him. Max has his eye on McComb.",https://m.media-amazon.com/images/M/MV5BOGUxOTI3OGUtY2UyYS00NzRmLTk2ODQtMGRjZGY2Mjk5NTczXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_.jpg,https://www.youtube.com/embed/WuujAfDRSfc,False,False,False
320,451,Striking Distance,1993,1h 42min,R,"Tom Hardy (Bruce Willis) is a maverick cop in pursuit of a sadistic serial killer. Demoted to river patrol after suggesting to the press the killer may be a police officer, he initiates an unauthorized investigation with his new partner (Sarah Jessica Parker).",https://m.media-amazon.com/images/M/MV5BMTQzMDEwMTc5N15BMl5BanBnXkFtZTgwMzczNjQxMTE@._V1_.jpg,https://www.youtube.com/embed/5PbX4LXD6Es,False,False,False
321,319,True Lies,1994,2h 21min,R,"Harry Tasker (Arnold Schwarzenegger) leads a double life. At work he is a government agent with a license to do just about anything, while at home he pretends to be a dull computer salesman. He is on the trail of stolen nuclear weapons that are in the hands of fanatic terrorists when something more important comes up. Harry finds his wife is seeing another man (Bill Paxton) because she needs some adventure in her life. Harry decides to give it to her, juggling pursuit of terrorists on one hand and an adventure for his wife on the other while showing he can Tango all at once.",https://m.media-amazon.com/images/M/MV5BYzg5YmUyNGMtMThiNS00MjA2LTgwZDctNDlhM2RkZDNmZmRkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,https://www.youtube.com/embed/3B7HG8_xbDw,False,False,False
322,320,When a Man Loves a Woman,1994,2h 6min,R,The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.,https://m.media-amazon.com/images/M/MV5BYzNhNmM2MGMtM2VjMS00ZTRlLWEwODItNTllMGM1ZTk2MTNkXkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_.jpg,https://www.youtube.com/embed/F7UQxsc2TKg,False,False,False
323,321,Wolf,1994,2h 5min,R,"Worn down and out of luck, aging publisher Will Randall (Jack Nicholson) is at the end of his rope when a younger co-worker snatches his job out from under his nose. But after being bitten by a wolf, Will suddenly finds himself energized, more competitive than ever, and possessed with amazingly heightened senses. Meanwhile, the beautiful daughter of his shrewd boss begins to fall for him - without realizing that the man she's begun to love is gradually turning into the creature by which he was bitten.",https://m.media-amazon.com/images/M/MV5BMjY3NTgxZGItMWU2Mi00OTQ0LTg2OGQtYWI3NzU4MTYxMTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/JBwwLfog4Yo,False,False,False
324,322,Wyatt Earp,1994,3h 11min,PG-13,Wyatt Earp is a movie about a man and his family. The movie shows us the good times and the bad times of one of the West's most famous individuals.,https://m.media-amazon.com/images/M/MV5BZTY2NDVhZGUtZTY2MC00MTBhLTg4YTQtN2ZiODU4OWM2YTNjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,https://www.youtube.com/embed/BS5n_Ql1v2k,False,False,False
325,323,Bad Company,1995,1h 48min,R,"Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a private company for hire, to blackmail prominent individuals. Crowe, working with Margaret Wells (another former Covert Operations operative), blackmails and bribes a State Supreme Court judge, but the deal sours. One of Crowe's co-workers, Tod Stapp, discovers Crowe's current CIA involvement in a plot to overthrow Grimes, and blackmails him to be cut in on the deal. More blackmail occurs as Wells manipulates Crowe to kill Grimes, then the CIA uses that discovery to blackmail Wells into killing Crowe. Who can you trust???",https://m.media-amazon.com/images/M/MV5BZDNkMGQwNTYtYTJjYi00NTk4LTllYTktMzVhYTkxNWZjNmU2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,https://www.youtube.com/embed/2WBdyJAihWI,False,False,False
326,324,A Low Down Dirty Shame,1994,1h 48min,R,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money.During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",https://m.media-amazon.com/images/M/MV5BMmE2Y2FmNmEtNzc5OC00OTUyLThlY2QtODQ4NTI4OTJhMzAwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_.jpg,https://www.youtube.com/embed/-kRfPEO_5aY,False,False,False
327,325,"Faster, Pussycat! Kill! Kill!",1965,1h 23min,Not Rated,"Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become houseguests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.",https://m.media-amazon.com/images/M/MV5BYzQzODhjOTktZDY2ZS00Y2E0LTgwZWEtNzdlOWI4MjY4OWMyXkEyXkFqcGdeQXVyMjUxOTQ5MzA@._V1_.jpg,https://www.youtube.com/embed/xgGBeDonDSk,False,False,False
328,326,Jason's Lyric,1994,1h 59min,R,"The story of a young man, Jason (Allen Payne) who must confront his trauma-induced insecurity about love, as well as a sense of owed responsibility to his mother and troubled brother Joshua (Bokeem Woodbine). Jason, an assistant manager and sales clerk at an electronics store, falls in love with Lyric (Jada Pinkett Smith) and finds happiness, but his family history and mentally ill war veteran father, Maddog (Forest Whitaker) plague his life's plans before he can leave it all for a better life.",https://m.media-amazon.com/images/M/MV5BNGU5OTkzNjUtYjFjMC00ZDBlLTlkMzQtYWQ0NTYwYmJmZTVmXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg,https://www.youtube.com/embed/xzeTvIWxhek,False,False,False
329,327,Street Fighter,1994,1h 42min,PG-13,"Col. William Guile leads an army of soldiers into the country of Shadaloo to find traces to lead him to General M. Bison, who has captured many people including three missing soldiers. Among them is Carlos Charlie Blanka, in which Bison decides to turn into a hideous mutant. On the other hand, Chun Li is a reporter who seeks revenge against Bison for the death of her father years ago. Then two small time hustlers Ryu and Ken, are arrested along with Sagat, a powerful arms dealer and Vega for dealing of illegal weapons. Guile recruits them in order to find Bison's base. Now Guile, T. Hawk, Cammy, Ryu, Ken, Chun Li, Balrog and E. Honda have three days before Bison murders the hostages and takes over the world.",https://m.media-amazon.com/images/M/MV5BY2JhYjUzYzAtMWFhMi00YzIyLTllZGQtMTAzNThkNTJhNTBmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_.jpg,https://www.youtube.com/embed/iVzAMmpMra8,False,False,False
330,328,Highlander III: The Sorcerer,1994,1h 39min,PG-13,"The third Highlander movie takes place at 1994, which means it's a prequel of the second film. After the death of his beloved wife Heather some centuries ago, Connor MacLeod left the highlands of Scotland and wandered around the world. Finally, he got to Japan, where he met the famous sorcerer Nakano, who was an Immortal too. Soon, they became friends, and Nakano taught Conor some tricks. But one day, an old enemy, Kane, came to Japan willing to find Nakano's cave and kill him. Although he succeeded, after cutting Nakano's head the mountain collapsed and Kane was trapped. Now, centuries after, an excavation reveals Nakano's cave...",https://m.media-amazon.com/images/M/MV5BNzZmNGNmMzgtMjA2YS00YzY3LThmMjYtOTVmMzg4ZGY2YWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/eW_HzYMNOng,False,False,False
331,329,In the Mouth of Madness,1994,1h 35min,R,"With the disappearance of hack horror writer Sutter Cane, all Hell is breaking loose...literally! Author Cane, it seems, has a knack for description that really brings his evil creepy-crawlies to life. Insurance investigator John Trent is sent to investigate Cane's mysterious vanishing act and ends up in the sleepy little East Coast town of Hobb's End. The fact that this town exists as a figment of Cane's twisted imagination is only the beginning of Trent's problems.",https://m.media-amazon.com/images/M/MV5BYjNkMWVkYTUtYzUwZi00ZWI1LTg3MzktZjVkNDQxZjFhOTY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/kWDlF3XzcAk,False,False,False
332,331,Above the Rim,1994,1h 36min,R,"Story of Kyle-Lee Watson, a promising high school basketball star, and his relationships with Birdie, a powerful drug dealer, and Birdie's brother, Thomas 'Shep' Sheppard, himself once a promising high school star at Kyle's school, now employed as a security guard.",https://m.media-amazon.com/images/M/MV5BNDE5M2I4OWEtZDUyMS00ODYwLTkxNWYtZmNlNjEzOWRlYjc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/sEsCXWD7-Cc,False,False,False
333,332,Addams Family Values,1993,1h 34min,PG-13,"When an adorable baby boy is added to the Addams household, Wednesday and Pugsley do not hate him, they just aren't necessarily excited about his existence. OK...yeah, they do hate him. So they plot to get rid of him one way or another. Meanwhile, their parents hire a nanny for him and she charms Fester, but has evil intentions for him. The Addamses must stop her, but how?",https://m.media-amazon.com/images/M/MV5BZWFhNjY0YjItNjM5NC00NzAwLWI3ZWUtMTlkNTA0ZWVkNjBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/IHgfQ-0lYbg,False,False,False
334,333,The Age of Innocence,1993,2h 19min,G,"Society scion Newland Archer is engaged to May Welland, but his well-ordered life is upset when he meets May's unconventional cousin, the Countess Olenska. At first, Newland becomes a defender of the Countess, whose separation from her abusive husband makes her a social outcast in the restrictive high society of late-19th Century New York, but he finds in her a kindred spirit and they fall in love.",https://m.media-amazon.com/images/M/MV5BMDhkN2FhYTktYWUwNy00NTE5LWJiYjYtMGNlODIyNDc5MWZhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,https://www.youtube.com/embed/I3Mx8OSlNYM,False,False,False
335,334,Airheads,1994,1h 32min,PG-13,"Three would be rockers Chazz, Rex and Pip, known as The Lone Rangers plan to play their demo on a recording company, but then they're turned down rudely. Then they decide to try the famous rock n' roll radio station, but are not accepted either. Then they decide arm themselves with squirt guns and take the station hostage for not playing their demo. But the three get more than what they have bargained for.",https://m.media-amazon.com/images/M/MV5BMGIxNjVlMzUtMDE0ZC00OTRlLThkMGMtMWU2MWQ4ZTY1OGJmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,https://www.youtube.com/embed/AtIOup0nFhs,False,False,False
336,335,Another Stakeout,1993,1h 48min,PG-13,"Chris and Bill are called upon for their excellent surveillance record to stakeout a lakeside home where a Mafia trial witness is believed to be heading or already hiding. Unlike their earlier _Stakeout_, this time they are accompanied by Gina Garret from the DA's office and her pet rottweiler 'Archie'; their cover, husband and wife with son Bill.",https://m.media-amazon.com/images/M/MV5BNWZmMzIwZTgtYmMyZi00ZWMwLWJjYzYtNGQzNTE1NmVlNjkxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.youtube.com/embed/td96S3aGqBQ,False,False,False
337,336,Bad Girls,1994,1h 39min,R,"When saloon prostitute Cody Zamora rescues her friend Anita from an abusive customer by killing him, she is sentenced to hang. However, Anita and their two friends Eileen and Lilly rescue Cody and the four make a run for Texas, pursued by Graves and O'Brady, two Pinkerton detectives hired to track them. When Cody withdraws her savings from a Texas bank, the women believe they can now start a new life in Oregon. But Cody's old partner Kid Jarrett takes Cody's money when his gang robs the bank, and so the four so-called Honky- Tonk Harlots set out to recover the money, with the Pinkertons hot on their trail.",https://m.media-amazon.com/images/M/MV5BMDNiZjUyOTQtODFlYS00OTA1LWExMDctYTUwNDY5MDIwYmI1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,https://www.youtube.com/embed/7b69nY28Rkk,False,False,False
338,337,Barcelona,1994,1h 41min,PG-13,"Ted, a stuffy white guy from Illinois working in sales for the Barcelona office of a US corporation, is paid an unexpected visit by his somewhat less stuffy cousin Fred, who is an officer in the US Navy. Over the next few months, both their lives are irrevocably altered by the events which follow Fred's arrival, events which are the trivial stuff of a comedy of manners at first but which gradually grow increasingly dramatic.",https://m.media-amazon.com/images/M/MV5BNWU2YzE2YzctNDg1OS00ZDdhLWI3M2ItYWY1MzExZjlmOGM5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,https://www.youtube.com/embed/qJGU08RaoNU,False,False,False
339,338,Being Human,1994,2h 2min,PG-13,"Five bittersweet vignettes that span the entire human history about five different men, all called Hector and played by the same actor (Robin Williams), who find themselves at a critical juncture in their lives. In prehistoric times, Hector lives in peace with his wife and their little son and daughter in a cave on a quite uninhabited island somewhere in the north. His world is shattered when a group of foreign pagan raiders led by a young chieftain and a somewhat pacifistic priest arrive there. In Ancient Rome, Hector is a loyal well-treated slave of Lucinnius, a somewhat naive big trader with political connections. When his latest shipment fails to arrive and the local corrupt governor Cyprion refuses to lend him money for his further endeavors due to bad omen that a professional soothsayer saw while reading the future from a chicken liver, he is ruined. To make things worse, just as Hector plans to ask his master for freedom and elope with his master's female African slave Thalia, Lucinnius informs him that they've been chosen to be scapegoats and must kill themselves under the governor's orders. In medieval times, Hector is a Scotsman who's traveling with a somewhat zealotic but friendly and well-intentioned priest on a mission of mercy to help the fallen crusaders, mortally wounded in the bloody skirmishes, make it to the other side in peace. Beatrice, a nice beautiful flirtatious Italian widow, is traveling part of the way with them as well. Hector is tired of death and carnage and wants to go home but when he and Beatrice connect despite not speaking each-others languages, he falls for her. The priest warns him that he can't handle her needs but Hector doesn't take his friendly warning seriously and eventually leaves with her. However, he soon realizes that the priest was referring to responsibilities of a complicated family life. During the Renaissance, a group of Portuguese nobleman and their servants and soldiers gets shipwrecked somewhere on the coast of Africa. They make an encampment at the beach and try to find some Africans to ask for help but they also try to uphold their strict old ways of life at their beach camp. The realities of the life and death situation they're in kick in quickly and things go wrong for most of them. Hector is one of the lower nobleman, who tries to reconnect with his lover, who wants nothing to do with him. However, Hector's misfortune turns out to be his blessing this time, if only temporarily. In present day New York, Hector is about to pick up his young daughter and little son he hasn't seen in years from his ex wife and her new husband and take them to a seaside bungalow where they can reconnect again. However, his day turns into a quagmire. First he gets blamed by the police for a bizarre accident that almost kills one of the tenants in a building owned by his somewhat sleazy partner Boris. Then Hector borrows the flower delivery car from his nice girlfriend Anna to get the kids but forgets to deliver the flowers which Anna's client ordered for a celebration. His kids don't make things much easier for him either. He decides to treat them like adults for a change and they have a redeeming serious talk about their uneasy relationship.",https://m.media-amazon.com/images/M/MV5BZjJkNjQ1YjQtNmYzMC00ZmMzLWIwZDktNWJkNmE5NGMwOTNjXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_.jpg,https://www.youtube.com/embed/zOLyXi3uY84,False,False,False
340,339,The Beverly Hillbillies,1993,1h 32min,G,"Jed Clampett and kin move from Arkansas to Beverly Hills, when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife, there are inevitably plenty of takers and con artists ready to make a fast buck.",https://m.media-amazon.com/images/M/MV5BYTE3YjcwNTYtY2IwNi00MDlhLTlhMzMtOGM1YzI5MTU5OGNkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.youtube.com/embed/zrfOOZWK49o,False,False,False
341,340,Beverly Hills Cop III,1994,1h 44min,R,"After a botched attempt to make a bust in a Detroit chop shop, the effectively unorthodox police officer, Axel Foley, once more, finds himself in sunny Beverly Hills, hot on the trail of an elusive gang of cold-blooded killers. There--with the aid of old friends, Serge; the recently promoted, Billy Rosewood, and his partner, Jon Flint--Axel sniffs out the criminals' hideout which is nestled right under everyone's nose: in Southern California's bustling theme park, WonderWorld. Now, all that's left to do is to convince the people and the police that the park's impeccable chief of security, Ellis DeWald, is a ruthless villain; and that the immaculate amusement park is, in reality, a graceful and impenetrable facade for a sinister operation. How hard can it be?",https://m.media-amazon.com/images/M/MV5BOTdhMTU4MzMtYTVjMi00MTYzLTkxZDYtOWUwYjI0NDFjZTY1XkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_.jpg,https://www.youtube.com/embed/XH3VbQMv-Nk,False,False,False
342,341,Black Beauty,1994,1h 28min,G,"Black Beauty, a beautiful black stallion in 1870s England, recalls his life from his birth through his carefree life as a colt to the many hardships he suffered after achieving maturity. He goes through many owners, both good and bad, until he finally finds happiness and contentment.",https://m.media-amazon.com/images/M/MV5BODUwYmY3ODUtOTE3Zi00OTEyLTkwOWEtZWE0MTAzYmNkNzI0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,https://www.youtube.com/embed/Vu73Mwht-Kw,False,False,False
343,342,Blink,1993,1h 46min,R,"Emma is an attractive girl in her 20s who has been blind for 20 years. A new type of eye operation partially restores her sight, but she is having problems: sometimes she doesn't remember what she's seen until later. One night she is awakened by a commotion upstairs. Peering out of her door, she sees a shadowy figure descending the stairs. Convinced that her neighbour has been murdered she approaches the police, only to find that she is unsure if it was just her new eyes playing tricks on her.",https://m.media-amazon.com/images/M/MV5BMzcyNWE1YWMtN2VjYy00YTVmLWIyOTktNzQ2NTc1YjhiZDhlXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,https://www.youtube.com/embed/azibdrz8l3c,False,False,False
344,1794,Three Amigos!,1986,1h 44min,PG,"Three out of work silent movie actors are accidentally drawn to a Mexican village that is being harassed by a gang of outlaws. The three, 'Ned', 'Lucky Day' and 'Dusty Bottoms' play 'Lone Ranger' types in their movies, but must play their parts for real now.",https://m.media-amazon.com/images/M/MV5BNTE5NDQ1NTMyNl5BMl5BanBnXkFtZTcwNjY5MDQ3NA@@._V1_.jpg,https://www.youtube.com/embed/_d4QbEknbbM,False,False,False
345,343,Blown Away,1994,2h 1min,R,Jimmy Dove works for the bomb squad in Boston and he is always the one who is on the tough jobs. One day he decides to quit the force and to become a teacher for the rookies of the squad. A few days later his former partner is killed by a bomb and Jimmy becomes suspicious that maybe this bomb could have been built by a former friend of himself. He begins to investigate and finds out that his worst nightmare has returned from his past.,https://m.media-amazon.com/images/M/MV5BMmYxYzA1YjYtYTNlNS00YzY4LWFlMDMtZjA2MzA2YWJlM2Q0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,https://www.youtube.com/embed/lBV2BBawWlQ,False,False,False
346,344,Blue Chips,1994,1h 48min,PG-13,"Pete Bell, a college basketball coach is under a lot of pressure. His team isn't winning and he cannot attract new players. The stars of the future are secretly being paid by boosters. This practice is forbidden in the college game, but Pete is desperate and has pressures from all around.",https://m.media-amazon.com/images/M/MV5BMTk0NzU4NzcxMF5BMl5BanBnXkFtZTcwMjQ2NTIyMQ@@._V1_.jpg,https://www.youtube.com/embed/3FC5zdcct9s,False,False,False
347,345,Blue Sky,1994,1h 41min,PG-13,"It's the early 1960s. Nuclear engineer Hank Marshall is a major in the US Army, he who works on top secret nuclear testing projects. Trouble follows him from posting to posting largely because of his mentally unstable wife, Carly Marshall, who is bipolar. During her manic phases, her already overt sexuality, which she models after such sex symbols as Marilyn Monroe and Brigitte Bardot, is ratcheted up a notch, that partying behavior which is mixed with less frequent phases of physically destructive behavior. Regardless, Hank and Carly love each other, Hank who would admit to himself that he enjoys the fact that other men find Carly attractive, which is partly why he allows her to act the way she does in public. In turn, they mutually love their now two teenaged daughters, Alex and Becky. Reassigned from their two year posting in Hawaii largely due to the ruckus Carly has caused there, they are next sent to Alabama, the base under the command of Vince Johnson, his wife, Vera Johnson, who heads the wives' welcoming committee. At an age of starting to test her own sexuality, Alex starts to date the Johnsons' son, Glenn. Due to no fault of his own, Hank faces some problems in the latest project on which he is working, code named Blue Sky. And Carly continues her regular behavior, which catches Vince's overtly wandering eye. These items in combination lead to the potential of the Marshalls' home life being pulled apart and Hank's career destroyed, both irreparably.",https://m.media-amazon.com/images/M/MV5BNTQ1NTA3MTU5Ml5BMl5BanBnXkFtZTcwMzc3NDcyNA@@._V1_.jpg,https://www.youtube.com/embed/rWsKYlPDbyk,False,False,False
348,346,Body Snatchers,1993,1h 27min,R,"In another retelling of the story by Jack Finney, Marti Malone's traveling with her dad on holiday. At a gas station, a soldier tells her to not sleep, because 'they' get you when you sleep. Once in the base, she and her father see people acting odd, and soon realise they're aliens.",https://m.media-amazon.com/images/M/MV5BYmM4NWY1NGEtMjI5ZC00MmRkLWI1Y2QtNDg4NzMzNTI1MDYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/okW2UfLNaJc,False,False,False
349,347,Boxing Helena,1993,1h 47min,R18,"A top surgeon is besotted with a beautiful woman who once ditched him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but a horrific accident leaves her at his mercy. The plot is bizarre and perhaps sick at times, ending abruptly and with a twist.",https://m.media-amazon.com/images/M/MV5BYjdhOWE4MDMtZGM5Zi00Mzc1LTkyNWUtYWQ1ODU4NGEyZDhiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/QgsUUFYLSoQ,False,False,False
350,348,A Bronx Tale,1993,2h 1min,R,"The Bronx, New York, 1960. 9-year-old Calogero grows up admiring and fascinated by the local mob boss, Sonny. Calogero's father, Lorenzo, wants to have nothing to do with the mob and does his best to keep his son away from Sonny and mob business. However, it may prove a losing battle.",https://m.media-amazon.com/images/M/MV5BMTczOTczNjE3Ml5BMl5BanBnXkFtZTgwODEzMzg5MTI@._V1_.jpg,https://www.youtube.com/embed/q5nQyoo1LwY,False,False,False
