,movie_id,actor_id,role
2360,480,1304,Ardelia Mapp
2361,480,1569,Agent Burroughs
2362,481,1570,Snow White
2363,481,1571,Prince
2364,481,1572,Queen
2365,481,1573,Doc
2366,481,1574,Huntsman
2367,482,1578,Maurice
2368,482,1577,Lefou
2369,482,1579,Mrs. Potts
2370,482,1575,Belle
2371,482,1576,Beast
2372,483,1580,Pinocchio
2373,483,1581,Geppetto
2374,483,1582,Gideon 
2375,483,1583,Donkeys
2376,483,1584,Carnival Barker
2377,484,584,Edward Lewis
2378,484,375,Vivian Ward
2379,484,362,Philip Stuckey
2380,484,937,Kit De Luca
2381,484,1585,James Morse
2382,485,1590,Lyle Gorch
2383,485,1589,Sykes
2384,485,1588,Thornton
2385,485,1586,Pike
2386,485,1587,Dutch
2387,486,919,Watty Watts
2388,486,1591,Starlene Cheatham
2389,486,1290,Billy Mack Black
2390,486,762,Dinosaur Bob
2391,486,1592,Creepy Cody
2392,487,137,Melanie Parker
2393,487,291,Jack Taylor
2394,487,1190,Maggie Taylor
2395,487,1593,Sammy Parker
2396,487,236,Lew
2397,488,1598,Young Caroline
2398,488,1597,Coleman Tarrant
2399,488,1596,Caroline Sullivan
2400,488,1595,Annie Tarrant
2401,488,1594,Candyman
2402,489,261,Jerry Lundegaard
2403,489,1599,Marge Gunderson
2404,489,571,Carl Showalter
2405,489,1600,Gaear Grimsrud
2406,489,1601,Jean Lundegaard
2407,490,1603,Sparky Michaels
2408,490,1602,Shadow
2409,490,1604,Lucky Lasorda
2410,490,54,Chance
2411,490,253,Sassy
2412,491,1605,Harry Canyon 
2413,491,550,Desk Sergeant 
2414,491,1606,Lawyer 
2415,491,1607,Grimaldi 
2416,491,1608,Girl 
2417,492,1609,Phillip
2418,492,1610,Angelique
2419,492,1611,Pinhead
2420,492,1612,Genevieve
2421,492,1613,Jacques
2422,493,1095,Cynthia
2423,493,1139,Brad Schorr
2424,493,1616,Toms Mother
2425,493,1614,Tom Thompson
2426,493,1615,Julie DeMarco
2427,494,682,Rochester
2428,494,1617,Jane Eyre
2429,494,1428,Young Jane Eyre
2430,494,1618,John Reed
2431,494,1619,Eliza Reed
2432,495,1620,OMalley
2433,495,1621,Duchess
2434,495,1622,Roquefort
2435,495,1623,Scat Cat
2436,495,1624,Chinese Cat
2437,496,1629,Madre de Leo
2438,496,1628,Rosa
2439,496,1627,Betty
2440,496,1625,Leo Macías
2441,496,1626,Ángel
2442,497,1630,Jack Deuce Cooper
2443,497,1631,Lydia
2444,497,1632,Red
2445,497,1633,Bucky
2446,497,1634,Coopers Mother
2447,498,542,Emilie
2448,498,965,Antoine
2449,498,1635,Berthe
2450,498,1636,Bruno
2451,498,1637,Anne
2452,499,1640,Ma Wright
2453,499,1639,Tee
2454,499,1431,Mia
2455,499,1638,Brandi Web
2456,499,469,Darnell Wright
2457,500,1160,Jude
2458,500,1641,Pete
2459,500,385,Paulie
2460,500,1277,Marc
2461,500,139,Luke
2462,501,1354,Shaughnessy
2463,501,1642,Aaron
2464,501,1123,Shoat
2465,501,584,Martin Vail
2466,501,561,Janet Venable
2467,502,725,Joseph Svenden
2468,502,1643,Rosealee Henson
2469,502,1251,Catherine Wheeler
2470,502,1644,Josephs Mother
2471,502,371,Major Wheeler
2472,503,1340,Charlie Barkin
2473,503,1645,Sasha La Fleur
2474,503,1646,Itchy Itchiford
2475,503,1587,Carface
2476,503,1387,Anabelle
2477,504,1649,Lawrence
2478,504,1648,Maite
2479,504,1650,Juan Vidal
2480,504,1116,David Carr
2481,504,1647,Blanca
2482,505,1651,Frank
2483,505,1652,Barbara
2484,505,1653,Martin
2485,505,1654,Gale
2486,505,1655,Jerry
2487,506,674,Earl Pilcher Jr.
2488,506,171,Ray Murdock
2489,506,1193,Virgil
2490,506,1656,Aunt T.
2491,506,1657,Ruby
2492,507,1659,Pfc. Wally Holbrook
2493,507,258,Rita Robbins
2494,507,1658,Maj. Colin Thorn
2495,507,21,Master Sergeant Ernest G. Bilko
2496,507,802,Col. John T. Hall
2497,508,1660,Jack
2498,508,387,Amy
2499,508,1661,Margaret
2500,508,1662,Phil
2501,508,1663,Anna
2502,509,1664,Girl 6
2503,509,560,Shoplifter
2504,509,1665,Jimmy
2505,509,1666,Boss #1 - Lil
2506,509,1667,Girl #39
2507,510,1375,Simon Veatch
2508,510,788,Det. Shirley Vogel
2509,510,219,Guy Baran
2510,510,964,Mia Baran
2511,510,74,Nicole Horner
2512,511,565,Nat Serling
2513,511,188,Karen Walden
2514,511,1668,Monfriez
2515,511,1669,General Hershberg
2516,511,1323,Ilario
2517,512,215,Kittridge
2518,512,1670,Claire
2519,512,807,Krieger
2520,512,856,Ethan Hunt
2521,512,29,Jim Phelps
2522,513,323,Moll Flanders
2523,513,204,Hibble
2524,513,500,Mrs. Allworthy
2525,513,1671,Artist
2526,513,1496,Mrs. Mazzawatti
2527,514,685,Bowen
2528,514,583,Draco
2529,514,602,Kara
2530,514,1359,Gilbert
2531,514,186,Einon
2532,515,1675,Inspector Ricordi
2533,515,1674,Marge Duval
2534,515,1676,OBrien
2535,515,1672,Tom Ripley
2536,515,1673,Philippe Greenleaf
2537,516,1677,James
2538,516,1678,Aunt Spiker
2539,516,1359,Old Man
2540,516,89,Grasshopper
2541,516,257,Centipede
2542,517,1679,David McCall
2543,517,1680,Nicole Walker
2544,517,1681,Steve Walker
2545,517,1682,Laura Walker
2546,517,948,Margo Masse
2547,518,1687,Baxter
2548,518,1686,Simon
2549,518,1685,Chris
2550,518,1683,Marv
2551,518,1684,Alice
2552,519,1688,Margaret
2553,519,219,Tony
2554,519,1689,Jack Connor
2555,519,920,Dr. Susskind
2556,519,1690,Debbie
2557,520,1691,Marko
2558,520,1692,Crni 
2559,520,1693,Natalija
2560,520,1694,Ivan
2561,520,1695,Franz
2562,521,1699,Janine Elson
2563,521,1698,Ray Tiny Jackson
2564,521,1293,David Leung
2565,521,1697,Sun
2566,521,1696,Alex Cardo
2567,522,1700,Harihar Ray
2568,522,1701,Sarbojaya Ray
2569,522,1702,Apu Ray
2570,522,1703,Indir Thakrun
2571,522,1704,Durga
2572,523,1708,Tom Servo
2573,523,1707,Gypsy
2574,523,1709,Benkitnorf
2575,523,1705,Dr. Clayton Forrester
2576,523,1706,Mike Nelson
2577,524,1710,Michael Jordan
2578,524,1711,Stan Podolak
2579,524,1664,Juanita Jordan
2580,524,1712,Jeffery Jordan
2581,524,1713,Marcus Jordan
2582,525,1714,Barbarella
2583,525,1715,Pygar
2584,525,1716,The Great Tyrant
2585,525,1717,Concierge
2586,525,1718,Professor Ping
2587,526,1721,Prunty
2588,526,1720,Annagh
2589,526,1722,Father Gaynor
2590,526,732,Dannys Father
2591,526,1719,Danny
2592,527,1723,Lemmy Caution
2593,527,1724,Natacha von Braun
2594,527,1725,Henri Dickson
2595,527,1726,2nd Seductress Third Class
2596,527,1727,Prof. Jeckell
2597,528,1009,Nick Stark
2598,528,1728,Brandon Theis
2599,528,1729,Charlene Lee
2600,528,814,Rodney Bingham
2601,528,1730,Amalia Stark
2602,529,782,Sp5 Lawrence Farley
2603,529,1732,SP4 Harvey  Ashford
2604,529,268,Lt. David Poole
2605,529,1731,Capt. Sam Cahill
2606,529,407,Capt. T.C. Doyle
2607,530,1207,Solo
2608,530,1017,Colonel Frank Madden
2609,530,1733,General Clyde Haynes
2610,530,1734,Sgt. Lorenzo
2611,530,1735,Rio
2612,531,1488,Shale
2613,531,1736,Joey Six
2614,531,336,Hollan
2615,531,1737,Rem
2616,531,1738,Wellman
2617,532,1740,Sherry Tarnley
2618,532,1739,Earl Parkins
2619,532,1416,Tony Campbell
2620,532,165,Mary Giordano
2621,532,337,Detective Jerry Guinn
2622,533,600,Jjaks Clayton
2623,533,995,Sam Clayton
2624,533,1160,Freddie Clayton
2625,533,388,Red
2626,533,802,Det. Ben Costikyan
2627,534,1741,Elena
2628,534,1742,Lawrence
2629,534,1743,Marcel
2630,534,1744,Leila
2631,534,1745,Miguel
2632,535,1748,Alexander
2633,535,788,Meg Bethune
2634,535,1747,Tuxedo Salesman
2635,535,1746,Angus Bethune
2636,535,1388,Grandpa Ivan
2637,536,1749,Richard Forst
2638,536,686,Jeannie Rapp
2639,536,1750,Maria Forst
2640,536,1751,Chet
2641,536,1752,Freddie Draper
2642,537,41,Christopher Dubois
2643,537,1753,Lord Edgar Dobbs
2644,537,758,Maxie Devine
2645,537,1754,Carrie Newton
2646,537,1755,Harry Smythe
2647,538,587,Eddie Hall
2648,538,219,Elleroy Coolidge
2649,538,1141,Max Hoover
2650,538,124,Katherine Hoover
2651,538,1140,Allison Pond
2652,539,957,Noelle
2653,539,1171,Abby
2654,539,1756,Brian
2655,539,1757,Ed
2656,539,1758,Roy
2657,540,1761,Einstein
2658,540,570,Tito
2659,540,352,Francis
2660,540,1759,Oliver
2661,540,1760,Dodger
2662,541,889,Lewis Scott
2663,541,1268,Mike OHara
2664,541,802,Jimmy Flaherty
2665,541,1762,Carol OHara
2666,541,298,Coach Kimball
2667,542,1763,Porter Ricks
2668,542,1092,Sandy Ricks
2669,542,1764,Dirk Moran
2670,542,1765,Bounty Fisherman #1
2671,542,1766,Fishermans Wife
2672,543,692,Conway Twill
2673,543,1524,Train Fireman
2674,543,113,Cole Wilson
2675,543,372,William Blake
2676,543,1767,Nobody
2677,544,1768,Jacquouille la Fripouille
2678,545,1169,Doug Kinney
2679,545,716,Laura Kinney
2680,545,1769,Zack Kinney
2681,545,1770,Jennifer Kinney
2682,545,997,Dr. Leeds
2683,546,1775,Chris Hooker
2684,546,1773,Bonnie
2685,546,1774,Rochelle
2686,546,1771,Sarah Bailey
2687,546,1772,Nancy Downs
2688,547,575,Rev. Fred Sultan
2689,547,114,Mitchell Kane
2690,547,889,James The Grim Reaper Roper
2691,547,1776,Terry Conklin
2692,547,1061,Peter Prince
2693,548,1080,John Hayes
2694,548,74,Cindy Liggett
2695,548,962,Rick Hayes
2696,548,1170,Sam Burns
2697,548,1037,The Governor
2698,549,1779,Adam Lambsbreath
2699,549,1777,Ada Doom
2700,549,1778,Mybug
2701,549,1662,Judith Starkadder
2702,549,1405,Flora Poste
2703,550,325,Dave Robicheaux
2704,550,729,Annie Robicheaux
2705,550,311,Robin Gaddis
2706,550,1009,Bubba Rocque
2707,550,1780,Claudette Rocque
2708,551,321,Major Tom Baxter
2709,551,583,John Patrick Mason
2710,551,116,Stanley Goodspeed
2711,551,68,General Francis X. Hummel
2712,551,1781,F.B.I. Director Womack
2713,552,1785,Valentina Scanarotti
2714,552,1784,Marshall Straniero
2715,552,1782,Gnaghi
2716,552,365,Francesco Dellamorte
2717,552,1783,She
2718,553,1787,Dustin Davis
2719,553,870,Dr. Jo Harding
2720,553,532,Bill Harding
2721,553,1148,Dr. Jonas Miller
2722,553,1786,Dr. Melissa Reeves
2723,554,1790,Redhead
2724,554,1791,Goon #2
2725,554,1788,Barb Wire
2726,554,1789,Patron
2727,554,1792,Emily
2728,555,1797,Ishikawa
2729,555,1796,Togusa
2730,555,1794,Ningyô tsukai
2731,555,1795,Batô
2732,555,1793,Kusanagi Motoko
2733,556,1449,Billy Halleck
2734,556,501,Richie Ginelli
2735,556,1798,Heidi Halleck
2736,556,1799,Linda Halleck
2737,556,1800,Prosecutor
2738,557,56,Dick Steele Agent WD-40
2739,557,1801,Veronique Ukrinsky Agent 3.14
2740,557,236,The Director
2741,557,1181,Miss Cheevus
2742,557,1802,Norman Coleman
2743,558,1806,Gromit
2744,558,1805,Shaun
2745,558,1804,Wendolene
2746,558,1803,Wallace
2747,559,655,Stanley Stupid
2748,559,1807,Joan Stupid
2749,559,1540,Buster Stupid
2750,559,1808,Petunia Stupid
2751,559,1809,Colonel Neidermeyer
2752,560,1340,Zane Zaminsky
2753,560,250,Ilana Green
2754,560,1810,Calvin
2755,560,1811,JPL Guard #1
2756,560,1186,Phil Gordian
2757,561,1815,Maj. King Kong
2758,561,1814,Col. Bat Guano
2759,561,1812,Group Capt. Lionel Mandrake
2760,561,1388,Gen. Buck Turgidson
2761,561,1813,Brig. Gen. Jack D. Ripper
2762,562,894,Miss Bentley
2763,562,1816,Major Wilshaw
2764,562,957,Miss Beaumont
2765,562,1817,Signora Fascioli
2766,562,1818,Mr. Bonizzoni
2767,563,120,Beth Easton
2768,563,1819,Jody Salerno
2769,563,1820,Kate Easton
2770,563,1821,Matt Hollinger
2771,563,1822,Lynette Salerno
2772,564,1827,Emissary
2773,564,1826,Colonel Creighton
2774,564,1823,Mahbub Ali - The Red Beard
2775,564,1824,Kimball Kim OHara Jr.
2776,564,1825,Lama
2777,565,470,Mu-rong Yin
2778,565,1828,The Woman
2779,565,1295,Ou-yang Feng
2780,565,1829,Blind Swordsman
2781,565,1830,Hung Chi
2782,566,1834,Gege
2783,566,1835,Irina
2784,566,1833,Manfred Rohleder Rollo
2785,566,1831,Fritz Reiser
2786,566,1832,Hans von Witzland
2787,567,1052,The Phantom
2788,567,1138,Diana Palmer
2789,567,1836,Xander Drax
2790,567,1837,Sala
2791,567,758,Quill
2792,568,121,Erin Grant
2793,568,1838,Congressman David Dilbeck
2794,568,605,Lt. Al Garcia
2795,568,1287,Shad
2796,568,1563,Darrell Grant
2797,569,1843,Leo
2798,569,1842,Delores
2799,569,1839,Victor Modino
2800,569,1840,Callie
2801,569,1841,Dolly Modino
2802,570,6,Jack Powell
2803,570,1844,Karen Powell
2804,570,1821,Brian Powell
2805,570,94,Miss Marquez
2806,570,1845,Lawrence Woodruff
2807,571,243,Maurice Girodias
2808,571,486,Iris
2809,571,1847,Stevie
2810,571,1846,Andy Warhol
2811,571,536,Valerie Jean Solanas
2812,572,324,Dolly Talbo
2813,572,1848,Verena Talbo
2814,572,11,Judge Charlie Cool
2815,572,439,Collin Fenwick
2816,572,1849,Catherine Creek
2817,573,1111,Toby Dammit 
2818,573,1672,William Wilson 
2819,573,1851,Countess\ Advisor 
2820,573,1714,Contessa Frederique
2821,573,1850,Giuseppina 
2822,574,1021,Renton
2823,574,1852,Spud
2824,574,591,Sick Boy
2825,574,1853,Tommy
2826,574,959,Begbie
2827,575,1249,Marilyn Whitmore
2828,575,510,Capt. Steven Hiller
2829,575,555,President Thomas J. Whitmore
2830,575,114,David Levinson
2831,575,1854,Julius Levinson
2832,576,1856,Diana
2833,576,1855,Carlo Lisca
2834,576,1857,Christopher
2835,576,574,Alex
2836,576,1840,Lucy Harmon
2837,577,221,Juan Primo
2838,577,709,Manny
2839,577,1192,Jewel Stern
2840,577,27,Gil Renard
2841,577,92,Bobby Rayburn
2842,578,121,Esmeralda
2843,578,362,Hugo
2844,578,1858,Quasimodos Mother
2845,578,1859,Brutish Guard
2846,578,64,Guards
2847,579,87,The Cable Guy
2848,579,1150,Steven M. Kovacs
2849,579,1860,Robin Harris
2850,579,477,Rick
2851,579,474,Stevens Father
2852,580,1262,The Gambler
2853,580,1861,Ernie McCracken
2854,580,1862,Claudia
2855,580,93,Roy Munson
2856,580,1170,Ishmael
2857,581,861,Eraser
2858,581,1863,Lee
2859,581,1307,DeGuerin
2860,581,1864,Beller
2861,581,1865,Johnny C
2862,582,380,Sherman Klump
2863,582,1054,Carla Purty
2864,582,1864,Harlan Hartley
2865,582,1300,Dean Richmond
2866,582,1866,Reggie Warrington
2867,583,228,Steven Crighton
2868,583,1867,Frank Kraft
2869,583,107,Kit Latura
2870,583,1682,Madelyne Thompson
2871,583,567,Roy Nord
2872,584,54,Frank Bannister
2873,584,954,Lucy Lynskey
2874,584,1868,Ray Lynskey
2875,584,1869,The Judge
2876,584,762,Milton Dammers
2877,585,1872,Mikey
2878,585,1871,Cliff
2879,585,1873,Celie
2880,585,96,Sam
2881,585,1870,Pilar
2882,586,1874,Harriet M. Welsch
2883,586,122,Ole Golly
2884,586,1875,Sport
2885,586,1876,Janie Gibbs
2886,586,1877,Mrs. Welsch
2887,587,100,George Malley
2888,587,687,Lace Pennamin
2889,587,690,Nate Pope
2890,587,674,Doc
2891,587,1878,Professor Ringold
2892,588,509,Hope
2893,588,1354,Mr. Fitzpatrick
2894,588,506,Francis Fitzpatrick
2895,588,1879,Renee
2896,588,507,Mickey Fitzpatrick
2897,589,757,Jake Tyler Brigance
2898,589,267,Ellen Roark
2899,589,575,Carl Lee Hailey
2900,589,205,D.A. Rufus Buckley
2901,589,1397,Harry Rex Vonner
2902,590,1882,Perry
2903,590,1881,Jake Barnes
2904,590,1883,Koontz
2905,590,123,Jessie Barnes
2906,590,1880,Sean Barnes
2907,591,863,Piper
2908,591,220,Dodge
2909,591,1436,Gibson
2910,591,1449,Pat Schiller
2911,591,1884,Lt. Clark
2912,592,1885,Kazaam
2913,592,588,Maxwell Max Connor
2914,592,1886,Alice Connor
2915,592,1887,Nick
2916,592,1888,Travis
2917,593,1889,Richie
2918,593,1392,Event Coordinator
2919,593,1890,Man in Audience
2920,593,1861,Jack Corcoran
2921,593,757,Tip Tucker
2922,594,1551,Carol Brady
2923,594,1358,Mike Brady
2924,594,369,Roy Martin
2925,594,1553,Greg Brady
2926,594,1552,Marcia Brady
2927,595,1891,Djin
2928,595,1892,Shark
2929,595,1893,Castin
2930,595,544,Father Lizardi
2931,595,1894,Chenko
2932,596,1387,Felinet
2933,596,1896,Lorenzini
2934,596,1895,Leona
2935,596,401,Geppetto
2936,596,36,Pinocchio
2937,597,1897,Joe
2938,597,1898,Lily Dougherty
2939,597,1899,Ralph Roach
2940,597,1900,Rodney Roach
2941,597,1901,Walter Shit
2942,598,1902,Elise Elliot Atchison
2943,598,1903,Brenda Morelli Cushman
2944,598,22,Annie MacDuggan Paradis
2945,598,1470,Gunilla Garson Goldberg
2946,598,457,Shelly Stewart
2947,599,1907,Bostonia
2948,599,1908,Vinnie
2949,599,1905,Matty Dean
2950,599,1904,La Miranda
2951,599,1906,Ethan
2952,600,208,Tom Mullen
2953,600,533,Det. Jimmy Shaker
2954,600,98,Kate Mullen
2955,600,1909,Sean Mullen
2956,600,388,Agent Lonnie Hawkins
2957,601,1269,Richard Clark
2958,601,608,Victoria Chapell
2959,601,1910,Principal Evelyn Doyle
2960,601,559,Griff McReynolds
2961,601,1911,Natalie Thompson
2962,602,1916,Janet
2963,602,1915,Tasha King
2964,602,1912,Benny King
2965,602,1913,Durrel Jackson
2966,602,1914,Candace Williams
2967,603,1917,Maddy Wirtz
2968,603,592,Legs Sadovsky
2969,603,1918,Rita Faldes
2970,603,1919,Goldie Goldman
2971,603,1920,Violet Kahn
2972,604,1168,FBI Agent Leon Ford
2973,604,1921,Dr. Lily Sinclair
2974,604,1286,FBI Agent Doyle
2975,604,600,Eddie Kasalivich
2976,604,204,Paul Shannon
2977,605,1923,Trunchbull
2978,605,926,Miss Honey
2979,605,99,Mr. Wormwood
2980,605,552,Mrs. Wormwood
2981,605,1922,Matilda
2982,606,1615,Emma Woodhouse
2983,606,1924,Mr Weston
2984,606,733,Mrs Weston
2985,606,770,Mr Elton
2986,606,1925,Mr Woodhouse
2987,607,1926,Curve
2988,607,1927,Nemo
2989,607,967,Ashe Corven
2990,607,628,Sarah
2991,607,1738,Judah Earl
2992,608,1189,Janet Beindorf
2993,608,553,Ned Beindorf
2994,608,1928,Gregory Alan Grover Beindorf
2995,608,1929,T.J. Krupp
2996,608,1930,Stacy Beindorf
2997,609,1931,Le docteur Génessier
2998,609,1817,Louise
2999,609,1932,Edna Grüber
3000,609,1933,Linspecteur Parot
3001,609,1934,Paulette Meroudon
3002,610,1053,Voice of the Crypt Keeper
3003,610,1502,Reverend Current
3004,610,1935,Lilith
3005,610,652,Rafe Guttman
3006,610,955,Katherine Verdoux
3007,611,1936,Mens Room Man #
3008,611,1449,Mens Room Man #
3009,611,530,Walter
3010,611,1937,Nurse
3011,611,1938,Michael
3012,612,1436,Nahum Goddard
3013,612,1181,Shelby Goddard
3014,612,1939,Joe Sperling
3015,612,1081,Percy Talbott
3016,612,200,Hannah Ferguson
3017,613,1010,Snake Plissken
3018,613,571,Map to the Stars Eddie
3019,613,1940,Cmdr. Malloy
3020,613,1941,Utopia
3021,613,1942,Cuervo Jones
3022,614,1943,Jean Michel Basquiat
3023,614,692,Rene Ricard
3024,614,221,Benny Dalmau
3025,614,636,Gina Cardinale
3026,614,1944,Andy Warhol
3027,615,570,Romeo Posar
3028,615,1332,David Simms
3029,615,1945,Doreen
3030,615,723,Roy McAvoy
3031,615,98,Dr. Molly Griswold
3032,616,1946,Orin
3033,616,1947,Tatsuhei
3034,616,1948,Tamayan
3035,616,1949,Kesakichi
3036,616,1950,Mata-yan
3037,617,776,Don Vito Corleone
3038,617,26,Michael
3039,617,1307,Sonny
3040,617,22,Kay Adams
3041,617,1951,Clemenza
3042,618,1954,Panther
3043,618,1953,Chaibat
3044,618,1828,May
3045,618,433,Insp. Chan Ka Kui
3046,618,1952,Insp. Jessica Yang 
3047,619,1955,Lex Maclean
3048,619,1956,Alan Maclean
3049,619,1957,Bobby Maclean
3050,619,1958,Joanne Macgowan
3051,619,1959,Charlie Sloan
3052,620,1121,Violet
3053,620,679,Corky
3054,620,464,Ceasar
3055,620,1960,Mickey Malnato
3056,620,1961,Johnnie Marzzone
3057,621,1962,Detective Erdman
3058,621,1008,Mr. Hammerman
3059,621,410,Daniel Miller
3060,621,655,Franklin Laszlo
3061,621,552,Martha
3062,622,231,Blondie OHara
3063,622,1066,Carolyn Stilton
3064,622,728,Seldom Seen
3065,622,1963,Henry Stilton
3066,622,104,Johnny OHara
3067,623,75,Joe Waters
3068,623,1731,Gus Green
3069,623,1964,Rita
3070,623,1638,Angie
3071,623,1965,Billy Catch Pooler
3072,624,1968,Waitress
3073,624,795,May Lin
3074,624,1966,Ah-jung
3075,624,1967,Hsiao-kang
3076,625,1952,Jessica Yang
3077,625,1969,David Chang
3078,625,1970,Martin Lee
3079,625,1971,Annie Lee
3080,625,1972,Alan Wong
3081,626,1266,Dr. Margo Green
3082,626,30,Lt. Vincent DAgosta
3083,626,209,Dr. Ann Cuthbert
3084,626,1973,Dr. Albert Frock
3085,626,1974,Det. Hollingsworth
3086,627,1975,Hyena-Swine
3087,627,1772,Aissa
3088,627,776,Dr. Moreau
3089,627,186,Douglas
3090,627,28,Montgomery
3091,628,1976,Sam Simms
3092,628,1977,Luke Davenport
3093,628,1978,Dash
3094,628,1531,Woods
3095,628,1979,Morton
3096,629,1981,Steph
3097,629,104,Joe
3098,629,1980,Raymond
3099,629,678,Matthew
3100,629,117,Annie Kay
3101,630,755,Harriet Franklin
3102,630,1520,Bogus
3103,630,1982,Albert Franklin
3104,630,1983,Penny
3105,630,783,Lorraine Franklin
3106,631,1984,Bledsoe
3107,631,889,Keats
3108,631,411,Moses
3109,631,1307,Colton
3110,631,1985,Capt. Jensen
3111,632,819,Spike
3112,632,1988,Ducky
3113,632,1989,Petrie
3114,632,1986,Littlefoot
3115,632,1987,Cera
3116,633,1990,Dr. Loomis
3117,633,168,Tommy Doyle
3118,633,1991,Kara Strode
3119,633,1992,Dr. Wynn
3120,633,1993,Debra Strode
3121,634,1996,Antonio
3122,634,1994,Viola
3123,634,1995,Sebastian
3124,634,442,Olivia
3125,634,1660,Sir Andrew Aguecheek
3126,635,1141,Howard Campbell
3127,635,1115,Helga & Resi Noth
3128,635,1997,Prison Warden
3129,635,1998,Prison Official
3130,635,1999,Guard Bernard Liebman
3131,636,2002,Agustín
3132,636,2000,Robert Jordan
3133,636,2001,María
3134,636,1725,Pablo
3135,636,2003,Anselmo
3136,637,2007,George Kittredge
3137,637,2006,Elizabeth Imbrie
3138,637,2005,Macaulay Connor
3139,637,897,Tracy Lord
3140,637,2004,C. K. Dexter Haven
3141,638,2008,Don Lockwood
3142,638,2009,Cosmo Brown
3143,638,2010,Kathy Selden
3144,638,2011,Lina Lamont
3145,638,2012,R.F. Simpson
3146,639,2015,Henri Baurel
3147,639,2014,Adam Cook
3148,639,2016,Milo Roberts
3149,639,2008,Jerry Mulligan
3150,639,2013,Lise Bouvier
3151,640,2017,Jo Stockton
3152,640,2018,Dick Avery
3153,640,2019,Maggie Prescott
3154,640,2020,Prof. Émile Flostre
3155,640,2021,Paul Duval
3156,641,2017,Holly Golightly
3157,641,2022,Paul Varjak
3158,641,2023,2E Failenson
3159,641,2024,Doc Golightly
3160,641,2025,O.J. Berman
3161,642,2028,Gavin Elster
3162,642,2027,Marjorie Midge Wood
3163,642,2029,Coroner
3164,642,2005,John Scottie Ferguson
3165,642,2026,Madeleine Elster
3166,643,2033,Lars Thorwald
3167,643,2032,Stella
3168,643,2031,Tom Doyle
3169,643,2005,L.B. Jefferies
3170,643,2030,Lisa Fremont
3171,644,2034,Peter Warne
3172,644,2035,Ellie Andrews
3173,644,2036,Alexander Andrews
3174,644,2037,Oscar Shapeley
3175,644,2038,King Westley
3176,645,2039,Gregory Anton
3177,645,2001,Paula Alquist
3178,645,2040,Brian Cameron
3179,645,2041,Miss Thwaites
3180,645,1579,Nancy
3181,646,2045,Rodolfo Tonetti
3182,646,2044,Egbert Pinky Fitzgerald
3183,646,2018,Guy Holden
3184,646,2042,Mimi Glossop
3185,646,2043,Aunt Hortense
3186,647,2004,Roger Thornhill
3187,647,2046,Eve Kendall
3188,647,2047,Phillip Vandamm
3189,647,2048,Clara Thornhill
3190,647,2049,The Professor
3191,648,2052,Joe Dobisch
3192,648,2051,Jeff D. Sheldrake
3193,648,2053,Dr. Dreyfuss
3194,648,12,C.C. Baxter
3195,648,2050,Fran Kubelik
3196,649,2056,Detective Mulligan
3197,649,2055,Spats Colombo
3198,649,2054,Sugar Kane Kowalczyk
3199,649,1547,Joe
3200,649,12,Jerry
3201,650,2004,Peter Joshua
3202,650,2017,Regina Lampert
3203,650,11,Hamilton Bartholomew
3204,650,1864,Tex Panthollow
3205,650,1166,Herman Scobie
3206,651,2059,Captain Louis Renault
3207,651,2060,Major Heinrich Strasser
3208,651,2057,Rick Blaine
3209,651,2001,Ilsa Lund
3210,651,2058,Victor Laszlo
3211,652,2057,Samuel Spade
3212,652,2061,Brigid OShaughnessy
3213,652,2062,Iva Archer
3214,652,2063,Joel Cairo
3215,652,2064,Lt. of Detectives Dundy
3216,653,2017,Eliza Doolittle
3217,653,2065,Professor Henry Higgins
3218,653,2066,Alfred P. Doolittle
3219,653,2067,Colonel Hugh Pickering
3220,653,2068,Mrs. Higgins
3221,654,2069,Oliver Larrabee
3222,654,2070,Thomas Fairchild
3223,654,2017,Sabrina Fairchild
3224,654,2057,Linus Larrabee
3225,654,1586,David Larrabee
3226,655,2071,Joe Bradley
3227,655,2017,Princess Ann
3228,655,2072,Irving Radovich
3229,655,2073,Mr. Hennessy
3230,655,2074,Ambassador
3231,656,2078,Capt. Crewe
3232,656,2077,Rose
3233,656,2079,Ram Dass
3234,656,2075,Sara Crewe
3235,656,2076,Geoffrey Hamilton
3236,657,2080,Esther Smith
3237,657,2081,Tootie Smith
3238,657,2061,Mrs. Anna Smith
3239,657,2082,Rose Smith
3240,657,2083,Mr. Alonzo Smith
3241,658,2080,Dorothy Gale
3242,658,2084,Professor Marvel
3243,658,2085,Hunk
3244,658,2086,Zeke
3245,658,2087,Hickory
3246,659,2090,Ellen - His Wife
3247,659,2089,Gerald OHara
3248,659,2091,Suellen - Their Daughter
3249,659,2034,Rhett Butler
3250,659,2088,Scarlett - Their Daughter
3251,660,2092,Alan Swann
3252,660,2093,Benjy Stone
3253,660,2094,K.C. Downing
3254,660,2095,King Kaiser
3255,660,2096,Sy Benson
3256,661,1586,Joe Gillis
3257,661,2097,Norma Desmond
3258,661,2098,Max Von Mayerling
3259,661,2099,Betty Schaefer
3260,661,2100,Sheldrake
3261,662,2104,Emily Monroe Norton Kane
3262,662,2103,Mary Kane
3263,662,2102,Susan Alexander Kane
3264,662,2101,Kane
3265,662,2040,Jedediah Leland
